Image,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14
Hibisculus/img_8.jpg,0.260362296,0.267775809,0.977408309,5.922189844,0.955433833,24.71352516,23.43261326,2.381215491,2.508152476,0.255774693,0.475361391,-0.775020874,0.979033027,0.130173547
Hibisculus/img_9.jpg,0.232006671,0.273941841,0.974240585,5.318757825,0.940793467,22.81505683,20.99027753,2.595034531,2.756601793,0.255026096,0.577036831,-0.738862411,0.980131076,0.098887923
Indian Laburnum/img_1.jpg,0.292237017,0.898971017,0.939376463,7.413457513,0.940413251,19.52237401,28.75850042,2.391566559,2.581224124,0.858684273,0.620662241,-0.721087825,0.972624151,0.171007058
Indian Laburnum/img_10.jpg,0.208939953,1.019530678,0.947401462,9.689266137,0.93584395,19.81687698,37.74603587,2.795145943,2.990822399,0.970909627,0.654051321,-0.740170645,0.985112707,0.098600024
Indian Laburnum/img_2.jpg,0.268671744,1.040106798,0.940831611,8.788906971,0.938400325,20.91928004,34.11740689,2.544417589,2.728153917,0.993685052,0.634290522,-0.728630788,0.977878586,0.145200716
Indian Laburnum/img_3.jpg,0.142691577,1.354514796,0.954102559,14.74253926,0.900039033,17.8445481,57.66626148,3.340944756,3.693196002,1.24922642,0.912581648,-0.691094222,0.989892385,0.053434966
Indian Laburnum/img_4.jpg,0.187169216,0.745740014,0.928061662,5.182635345,0.922442381,20.24315345,19.9863859,2.913215225,3.171458016,0.693923787,0.73763385,-0.729067564,0.986845024,0.083164288
Indian Laburnum/img_5.jpg,0.186426483,1.05302283,0.953450253,11.30609574,0.91794192,19.78883087,44.1896329,3.034639484,3.315289618,0.984951506,0.786498231,-0.717553405,0.987745325,0.10263423
Indian Laburnum/img_6.jpg,0.235499178,0.657447742,0.930520207,4.731245456,0.933315122,20.45004384,18.26741394,2.604922208,2.818118145,0.618130171,0.662169741,-0.730364458,0.980268094,0.139892929
Indian Laburnum/img_7.jpg,0.279044826,1.011291378,0.937287776,8.062188829,0.93926533,20.21448766,31.2403372,2.435877864,2.614768305,0.966433845,0.628117203,-0.724645839,0.974187945,0.201321316
Indian Laburnum/img_8.jpg,0.193349947,0.759993877,0.923680159,4.976478479,0.915931722,20.40422184,19.15498943,2.848264279,3.127916666,0.70132398,0.784255723,-0.70776198,0.983732164,0.086228377
Indian Laburnum/img_9.jpg,0.174680849,1.283063692,0.952326912,13.45554196,0.910239163,19.45220679,52.54451809,3.118246348,3.427304598,1.1941417,0.844849349,-0.700257496,0.987482246,0.113214886
Mango/img1.jpeg,0.257448629,0.803987344,0.954862039,8.921550188,0.901261304,19.67427771,34.8170803,3.073157634,3.454678368,0.73215477,0.873414592,-0.671783451,0.984736925,0.243222097
Mango/img10.jpeg,0.189338637,0.551908891,0.963467475,7.565486901,0.930960432,20.15327558,29.65656291,3.272349197,3.541879008,0.516986674,0.674659509,-0.760956836,0.993553323,0.159158858
Mango/img2.jpeg,0.241984429,0.417464263,0.9728666,7.646908135,0.948982443,20.30339269,30.31524208,3.060252192,3.243310279,0.398519548,0.534019996,-0.80671178,0.993823615,0.218151984
Mango/img3.jpeg,0.1816825,0.748704676,0.963600832,10.28139421,0.906704981,19.02201293,40.3886885,3.279529394,3.642903158,0.684441381,0.839814694,-0.70394366,0.990412047,0.13198074
Mango/img4.jpeg,0.092451707,0.401262701,0.98428006,12.7296163,0.932384884,19.45175862,50.63305143,3.874905141,4.116779446,0.373098505,0.650711584,-0.8083164,0.998127709,0.03754246
Mango/img5.jpeg,0.177943969,0.582934079,0.968759191,9.253877109,0.93778673,20.04025674,36.70002151,3.34040888,3.567542759,0.551653925,0.624208012,-0.790804545,0.995289417,0.14255169
Mango/img6.jpeg,0.163265148,0.531183322,0.97155759,9.340637825,0.932370541,20.47257495,36.81512241,3.293304608,3.544435126,0.49798321,0.663985081,-0.787771946,0.995010737,0.085870247
Mango/img7.jpeg,0.169874402,1.084580076,0.949965615,10.83874937,0.838162445,17.44982708,42.26754171,3.375519984,3.967834683,0.913326246,1.189797183,-0.57195819,0.978983056,0.149231191
Mango/img8.jpeg,0.143024007,0.482899256,0.98397261,15.01076684,0.914909694,18.54560946,59.65958542,3.606818077,3.893259062,0.439523197,0.755796249,-0.749837104,0.995344882,0.109171874
Mango/img9.jpeg,0.257448629,0.803987344,0.954862039,8.921550188,0.901261304,19.67427771,34.8170803,3.073157634,3.454678368,0.73215477,0.873414592,-0.671783451,0.984736925,0.243222097
Neem/img_1.jpg,0.893728171,0.081913502,0.955887,0.928461508,0.987099552,23.58024387,3.63188977,0.451606953,0.485468953,0.080728604,0.175953805,-0.709614933,0.643269397,0.893049606
Neem/img_10.jpg,0.592494049,0.104485171,0.949181487,1.029075402,0.980579019,22.13583163,4.007295942,1.147488315,1.191965322,0.102182817,0.250283777,-0.78696954,0.88787467,0.549419017
Neem/img_2.jpg,0.400633822,0.102961489,0.951322898,1.057173394,0.977590031,22.63159983,4.127404364,1.653120567,1.715377764,0.100142199,0.279075166,-0.816781356,0.952154881,0.236013514
Neem/img_3.jpg,0.912241973,0.076712411,0.944616325,0.692294886,0.990023303,23.70319249,2.69348353,0.396717479,0.424500977,0.075921713,0.143306702,-0.733412505,0.625609575,0.911925377
Neem/img_4.jpg,0.422208606,0.097914312,0.955812522,1.110725388,0.979138138,22.64319967,4.333518113,1.567256906,1.628827266,0.095412447,0.264020524,-0.821833884,0.947610364,0.240826828
Neem/img_5.jpg,0.72488414,0.094947944,0.957466296,1.119394861,0.986865868,23.29558423,4.368495732,1.008753708,1.055422407,0.093662174,0.181889395,-0.845343015,0.88829437,0.719980855
Neem/img_6.jpg,0.895602881,0.089938045,0.95613533,1.025176357,0.98846551,23.5395288,4.010767382,0.425163681,0.455193438,0.088844874,0.158756424,-0.740674852,0.643888184,0.89468551
Neem/img_7.jpg,0.901884385,0.083850452,0.953234032,0.896317831,0.987971995,23.60541483,3.50209555,0.435418992,0.467130919,0.082768002,0.167226411,-0.709214147,0.635697559,0.901419189
Neem/img_8.jpg,0.910681129,0.081344369,0.954186969,0.887786367,0.988824598,23.6142074,3.469801098,0.386240009,0.416942727,0.080371584,0.155648832,-0.719694769,0.611732051,0.910094406
Neem/img_9.jpg,0.912241973,0.076712411,0.944616325,0.692294886,0.990023303,23.70319249,2.69348353,0.396717479,0.424500977,0.075921713,0.143306702,-0.733412505,0.625609575,0.911925377
Pipal/img1.jpeg,0.208345207,0.513799032,0.975793141,10.61404698,0.921275662,18.05995608,41.93684203,2.827060949,3.069789025,0.47314518,0.733273103,-0.737908616,0.986099723,0.144725394
Pipal/img10.jpeg,0.204291765,0.390679582,0.98058219,10.05256052,0.9285887,15.71374304,39.84724884,2.736768803,2.939588797,0.359698133,0.673444473,-0.714051259,0.980750485,0.08135823
Pipal/img2.jpeg,0.169267061,0.671262618,0.979033157,16.00721339,0.883612758,14.88257781,63.35960645,2.972513926,3.302526106,0.588422792,0.943421398,-0.627779637,0.975383875,0.102901515
Pipal/img3.jpeg,0.244262238,0.595968857,0.981166406,15.82156086,0.904469236,16.19444106,62.69187878,2.699073088,2.979909242,0.537856301,0.83458539,-0.656399409,0.972447071,0.199337383
Pipal/img4.jpeg,0.211117624,0.793449873,0.972465325,14.40133281,0.842526418,16.94531441,56.83887211,2.726017412,3.181987055,0.649317061,1.141759182,-0.525289357,0.946790511,0.163937339
Pipal/img5.jpeg,0.216373073,0.423758939,0.978441327,9.824668603,0.922541245,16.94910955,38.88789685,2.722891618,2.931942782,0.388016377,0.703977151,-0.692214624,0.977410405,0.127722207
Pipal/img6.jpeg,0.21554886,0.481018729,0.977769813,10.81259899,0.913056407,15.92568754,42.79430953,2.6693514,2.894960496,0.435833741,0.761161435,-0.667665761,0.97219293,0.105709974
Pipal/img7.jpeg,0.235200284,0.407041432,0.978325041,9.38495376,0.933017413,16.58454049,37.15094283,2.514264404,2.696412174,0.37862662,0.643300384,-0.727234625,0.976821425,0.105063896
Pipal/img8.jpeg,0.197572358,0.568587032,0.973391025,10.71894875,0.916882762,18.87675938,42.11960364,2.889843763,3.155838084,0.521275339,0.768675793,-0.700093986,0.983251475,0.099583545
Pipal/img9.jpeg,0.202217279,0.432777507,0.978152015,9.901894494,0.924648477,16.74412986,39.18419762,2.761676028,2.96886442,0.3979528,0.69542096,-0.701833775,0.979644004,0.09002248
Rose/img1.jpeg,0.234600151,0.17863281,0.978021273,4.061567732,0.959783212,21.01815418,16.06559275,2.478005289,2.568712761,0.170113873,0.427487597,-0.795697214,0.983202427,0.110248896
Rose/img10.jpeg,0.232484696,0.316449733,0.970929788,5.443253269,0.90258226,19.94724687,21.45495629,2.60460114,2.834002272,0.271710471,0.773542061,-0.623823934,0.960999237,0.188423652
Rose/img2.jpeg,0.226589523,0.382690589,0.986440404,14.12042647,0.921052543,17.38911734,56.05913863,2.749639048,2.948610583,0.347930652,0.705806942,-0.706741454,0.979907087,0.178396389
Rose/img3.jpeg,0.248280444,0.390630611,0.984555702,12.65468549,0.917963949,18.34248062,50.19224562,2.515772656,2.719128063,0.353430545,0.718187743,-0.653965565,0.963813142,0.178054
Rose/img4.jpeg,0.306571977,0.418968039,0.983607952,12.78654423,0.924183496,18.14267769,50.69781521,2.323146787,2.514014208,0.385125482,0.689347371,-0.655880954,0.956224914,0.253260735
Rose/img5.jpeg,0.314502403,0.449825308,0.967682607,6.964205591,0.869589633,19.28053552,27.38715805,2.436447923,2.773602212,0.36768639,0.945857804,-0.525046612,0.928081606,0.298607404
Rose/img6.jpeg,0.169911641,0.356750171,0.979043646,8.512093554,0.90823876,18.37003351,33.69021785,2.896400389,3.153469731,0.313707338,0.775508037,-0.718297434,0.985314743,0.073712115
Rose/img7.jpeg,0.286335084,0.390237206,0.968538106,6.206276291,0.883606508,19.97082017,24.41540364,2.436291257,2.738149075,0.325276825,0.883381033,-0.556487025,0.937616884,0.251776618
Rose/img8.jpeg,0.273051344,0.437706656,0.96724265,6.686407728,0.876124403,19.0344265,26.28491638,2.572650061,2.888696167,0.362973381,0.916417775,-0.565716534,0.94751537,0.246977313
Rose/img9.jpeg,0.267027334,0.376857478,0.969886102,6.261406172,0.898356865,20.69920909,24.65056322,2.381634456,2.652655132,0.325354282,0.824388941,-0.602170377,0.9478892,0.168250371
